FavIcon;Default order;Level;Error code;Message;Project;Short file;Line;False alarm;File;Analyzer;Analyzed source file(s)
False;71;3;V688;The 't' local variable possesses the same name as one of the class members, which can result in a confusion.;;msd.cpp;112;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;57;3;V576;Incorrect format. Consider checking the second actual argument of the 'printf' function. The integer argument of 32-bit size is expected.;;msd.cpp;561;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;70;3;V688;The 'cbw' local variable possesses the same name as one of the class members, which can result in a confusion.;;msd.cpp;56;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;69;3;V688;The 'endpointOut' local variable possesses the same name as one of the class members, which can result in a confusion.;;msd.cpp;53;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;68;3;V688;The 'endpointIn' local variable possesses the same name as one of the class members, which can result in a confusion.;;msd.cpp;53;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;67;3;V688;The 't' local variable possesses the same name as one of the class members, which can result in a confusion.;;msd.cpp;52;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;8;3;V688;The 'endpointIn' local variable possesses the same name as one of the class members, which can result in a confusion.;;msd.cpp;42;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;64;3;V576;Incorrect format. Consider checking the second actual argument of the 'printf' function. The integer argument of 32-bit size is expected.;;msd.cpp;560;False;E:\ButterflyOS\sources\storage\msd.cpp;General;
False;9;3;V550;An odd precise comparison: scb->la != - (1e18 + 1). It's probably better to use a comparison with defined precision: fabs(A - B) > Epsilon.;;storage.cpp;37;False;E:\ButterflyOS\sources\storage\storage.cpp;General;
False;10;3;V601;The 'true' value is implicitly cast to the integer type.;;storage.cpp;42;False;E:\ButterflyOS\sources\storage\storage.cpp;General;
False;9;3;V522;Dereferencing of the null pointer 'qh' might take place. The potential null pointer is passed into 'ehci_insert_async_qh' function. Inspect the second argument. Check lines: 127, 443.;;ehci.cpp;127;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;26;3;V779;Unreachable code detected. It is possible that an error is present.;;ehci.cpp;714;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;24;3;V522;Dereferencing of the null pointer 'qh' might take place. The potential null pointer is passed into 'ehci_insert_periodic_qh' function. Inspect the second argument. Check lines: 140, 493.;;ehci.cpp;140;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;23;3;V522;Dereferencing of the null pointer 'qh' might take place. The potential null pointer is passed into 'EhciWaitForQH' function. Inspect the second argument. Check lines: 341, 448.;;ehci.cpp;341;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;10;3;V522;Dereferencing of the null pointer 'qh' might take place. The potential null pointer is passed into 'ehci_insert_async_qh' function. Inspect the second argument. Check lines: 127, 488.;;ehci.cpp;127;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;21;3;V779;Unreachable code detected. It is possible that an error is present.;;ehci.cpp;713;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;7;3;V566;The integer constant is converted to pointer. Possibly an error or a bad coding style: (char *) 0xB8000;;ehci.cpp;271;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;19;3;V522;Dereferencing of the null pointer 'qh' might take place. The potential null pointer is passed into 'ehci_insert_periodic_qh' function. Inspect the second argument. Check lines: 140, 492.;;ehci.cpp;140;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;18;3;V522;Dereferencing of the null pointer 'qh' might take place. The potential null pointer is passed into 'EhciWaitForQH' function. Inspect the second argument. Check lines: 341, 447.;;ehci.cpp;341;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;16;3;V566;The integer constant is converted to pointer. Possibly an error or a bad coding style: (char *) 0xB8000;;ehci.cpp;273;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;12;3;V779;Unreachable code detected. It is possible that an error is present.;;ehci.cpp;711;False;E:\ButterflyOS\sources\usb\ehci.cpp;General;
False;10;3;V524;It is odd that the body of 'UsbDevRequest' function is fully equivalent to the body of 'UsbIntrRequest' function.;;usbd.cpp;87;False;E:\ButterflyOS\sources\usb\usbd.cpp;General;
False;16;3;V641;The size of the 'configBuf' buffer is not a multiple of the element size of the type 'UsbConfDesc'.;;usbd.cpp;198;False;E:\ButterflyOS\sources\usb\usbd.cpp;General;
False;9;3;V641;The size of the 'configBuf' buffer is not a multiple of the element size of the type 'UsbConfDesc'.;;usbd.cpp;250;False;E:\ButterflyOS\sources\usb\usbd.cpp;General;
False;4;3;V566;The integer constant is converted to pointer. Possibly an error or a bad coding style: (char *) 0xB8000;;video.cpp;17;False;E:\ButterflyOS\sources\video.cpp;General;
False;3;3;V566;The integer constant is converted to pointer. Possibly an error or a bad coding style: (char *) 0xB8000;;video.cpp;9;False;E:\ButterflyOS\sources\video.cpp;General;
False;1;3;V566;The integer constant is converted to pointer. Possibly an error or a bad coding style: (char *) 0xB8000;;video.cpp;8;False;E:\ButterflyOS\sources\video.cpp;General;
False;5;3;V566;The integer constant is converted to pointer. Possibly an error or a bad coding style: (char *) 0xB8000;;video.cpp;43;False;E:\ButterflyOS\sources\video.cpp;General;
